topic,document,Topic_words
15,"Homely 100% Cotton 6 Piece Towel Set, 2 Bath Towel 140 X 70 Cm, 2 Hand Towel 40 X 60 Cm, 2 Face Towel 30 X 30 Cm, 400 Gsm, Red And Blue Homely Bath Linen Range At Homely, We strive to create products that provide the highest value to our customers. We use high quality fabrics to ensure that your towel set is extra soft and super absorbent. The towel range has been made with finest materials to ensure it lasts long, stays fade-resistant and provides high quality of comfort. Our plushy 400 GSM 100% Cotton towels will make a great addition to your bathrooms. Please check out our complete range of bath, face and hand towels. Also check out our entire home furnishing range of bed sheets, curtains, cushion fillers and cushion covers.","['gsm towels', 'towel set', 'towels colours']"
11,"Livesimply Women's Sexy 2 Piece Lingerie Set Spaghetti Strap Lace Bra with Panty Specification  Material: Lace 3 Colors: White, Red, Black Collar: Spaghetti Strap Style: Women Sexy Lingerie Set Pattern: Lace Floral Waist Type: Low Waist(Elastic) Occasion: Sleep Wear, Night Wear Garment Care: Washing Max. 30°C, Do Not Bleach, Iron With Press Cloth, Do Not Tumble Dry Sexy spaghetti strap v neckline bikini lingerie lace two piece set with g-string sleepwear night wear, make you more sexy and hot. Adjustable strap design. Suitable for women wear. Package Content: 1 x Women Sexy Bra, 1 x G-string  Size: There are 6 sizes (M/L/XL/XXL/3XL/4XL) available for the following listing. please allow 1-2cm differs due to manual measurement, thanks (All measurement in cm and please note 1cm=0.3937inch)","['lace bra', 'lingerie set', 'lingerie']"
12,AmazonBasics  8-Feet Digital Audio Coaxial Cable Size name:8 Feet   AmazonBasics Digital Audio Coaxial Cable - 8 Feet,"['aux cable', 'usb charger', 'secro cables']"
-1,"DeckUp Uniti TV Stand and Home Entertainment Unit (Wenge, Matte Finish) Color:Wenge   Premium TV Stand and Entertainment Unit. Contemporary designed TV Stand and Entertainment Unit to go with classic interiors in your living room and it comes with lots of storage space to use for your entertainment devices such as Setup Box, Video Players, Gaming Boxes and store your collection of favourite DVDs and Games as well. You can use this TV stand for TVs up to 65 inches size. A no fuss TV Unit with simple designing, makes this a smart choice for people who favor subtle elegance. The wooden TV Stand is available in wenge with matte finish.","['bag', 'bean bag', 'cotton']"
1,Samsung 4Gb DDR3 1600Mhz Sodimm Samsung Chip Notebook Memory- M471b5273ch0-ck0 Samsung 4Gb DDR3 1600Mhz Sodimm Samsung Chip Notebook Memory compatible to generation 2 & # processors,"['ipad', 'smartphone', 'bluetooth']"
0,"Avengers Kids Boys Full Sleeve Light Grey Melange Color T-Shirt Avengers Kids Boys Full Sleeve Light Grey melange Color T-shirt,Made of Poly Cotton ,Causal wear/Fusion Wear ,Hip Length T-shirt","['slim fit', 'sweatshirt', 'regular fit']"
1,"Electrobot Tower PC Assembled Computer Comes with Intel Core 2 Duo, 4GB DDR2 RAM, 320GB HDD for Home and Office PC Size name:4GB/ 320GB   We here at Electrobot pride ourselves on providing the best Budget Assembled PC with quality, affordability, and the passion that we have for our systems. Our machines are designed with Tested and Benchmarked quality components so our users feel that they have the reliability and speed to get them to the next level of any computer task. Unlike other assembled PC companies, we DO NOT cut corners on components.  The perfect combo to price, Electrobot ZEB-945G-7500 with Intel Core2Duo CPU will deliver the descent performance ratio. What sets us apart from others are the components that we use. Each and every product being assembled are checked and will have a better performance than other competing custom PC.  Specification Processor: Intel Core2 Duo Processor E7500 Motherboard: ZEB-945G Motherboard (Not Low Quality Generic Motherboard)  Video Card: Intel Onboard Graphics  Memory: 4GB DDR2 667 Mhz (Not Generic Memory)  Power Supply: 450 Watt power Supply HDD: 320 GB HDD Second HDD: Not Available  Operating System: Microsoft Windows 7 Trial Version","['ipad', 'smartphone', 'bluetooth']"
-1,"Bonjour Girls' Knee-High Socks (Pack of 5) Cute, cosy and above all, comfortable for delicate baby feet, these pastel shade Bonjour Kids Softy Comfy Socks , with anti-slip fabric in the socks, terry loop cushioned linings and Standard toes for smooth seams that cosset and care for those sensitive little toes.These sweet, socks with their little shoe top design in different colours look fancy , reinforced at stress areas, properly shaped for tiny feet.","['bag', 'bean bag', 'cotton']"
6,"Islam is good Muslims should follow it AUTHOR’S NOTE I humbly say that my approach is slightly different. For example, this book has a chapter not specifically on Islamic Sharia, but on, “JUSTICE: By Muslims, and Others”. It juxtaposes the Islamic methods against that of other societies over the ages. I sincerely could not figure out how the Islamic method could claim to have evolved out of two very humane documents, the Quran and Prophet Muhammad’s Sunnah, and yet produce such outlandish juristic decisions as it does at times in the name of Islamic Sharia. I have tried to evolve a new concept which I call, THE THIRD FACTOR. It constitutes the last chapter, and is also mentioned in the opening pages of the book. There are some other deliberations in the book which a reader may find interesting. For example, I have tried to argue that contrary to common perception, the Quran discourages the Muslims to produce more children (pp. 198-201); Prophet Muhammad’s Hadith about “women in hellfire” is wrongly interpreted by his critics (pp. 202-207); he has been called a pedophile by cynics, while in my opinion he was essentially a one-woman-man! (pp. 85-89). REVIEWS “I have been an avid reader of Islamic literature for several years, but never came across such a fascinating book. It will delight students, teachers, imams and academicians alike. ...The book is an eye-opener, a must-read.” Moin Qazi THE ASIAN AGE 27 October 2017 “…It is a must read for believers and for those with stakes in a just and peaceful world.” Zakia Soman www.thecitizen.in 11 October 2017“Sanjiv Bhatla’s book is a …very necessary mirror to Muslims so that they wake up, realize where they have gone wrong…” Nigar Ataulla ISLAMIC VOICE October 2017","['dharma', 'mahabharata', 'hindu']"
14,"TP-Link TL-WA850RE 300Mbps Universal Wi-Fi Range Extender (White) Style name:N300   TP-LINK TL-WA850RE is designed to conveniently extend the coverage and improve the signal strength of an existing wireless network to eliminate dead zones With 300Mbps wireless N speeds, Range extender button, miniature size and wall mounting design, extending a wireless network has never been easier. What's more, its ethernet port allows the TL-WA850RE to act as a wireless adapter to turn a wired device into a wireless one. Toll free no : 1800 2094 168 Email : support.in@tp-link.com","['wireless adapter', 'link wireless', 'network adapter']"
-1,"SARTHAM Counting Beads, Counting Toys for Kids, Age 3+ (Multicolour) Style Name:100 Beads   It available from SARTHAM. It is available in multiple colours and made up of plastic material. The 100 brightly colourful bead string helps students to bridge from the visual to the numerical representation while doing the math activities like addition, subtraction, multiplication and division.","['bag', 'bean bag', 'cotton']"
1,"Acer Switch Atom 10.1-inch Laptop (2GB/32GB/Windows 10/Black/1.1kg), SW110-1CT Size name:257.9                                                                                 |                            Colour:Black   Enjoy premium looks without the premium price with the Acer Switch notebook (model SW110-1CT), which features a beautiful exterior. It features a 10.1-inch high-definition display, giving you ample space for opening multiple windows and digital entertainment. It's powered by Intel Atom Quad Core Processor. Enjoy smooth multitasking and excellent performance with 2GB installed RAM and 32GB EMMC storage capacity.","['ipad', 'smartphone', 'bluetooth']"
